id,nome,id_orgao,id_municipio,cnpj,cep,total_fornecedores_cadastrados,total_fornecedores_recadastrados,unidade_cadastradora,ativo
929366,FUNDO MN. DE EDUCAÇAO DE CUMAR DO NORTE,93420.0,3859.0,,68398000.0,0,0,0,1
929369,CAMARA MUNICIPAL DE TIMBO,96220.0,83577.0,,89120000.0,0,0,0,1
929374,COMPANHIA DE TECNOLOGIA E DESENVOLVIMENTO S.A,96120.0,76678.0,,86062000.0,0,0,0,1
929377,FUNDO ESPECIAL DE BOMBEIROS DE BELEM/PA,94420.0,4278.0,,66615055.0,0,0,0,1
929379,CÂMARA MUNIC.DA ESTÂNCIA TURÍST.DE TREMEMBÉ,95420.0,71978.0,,12120000.0,0,0,0,1
929380,SECRETARIA MUNICIPAL DE INOVAÇAO E TECNOLOGIA,94920.0,38490.0,,41820774.0,0,0,0,1
929386,ASSOCIAÇAO A.C.E.DR. JOAO DE ABREU,93720.0,97039.0,,77353000.0,0,0,0,1
929387,SERVIÇO NACIONAL DE APRENDIZAGEM COMERCIAL,96120.0,75353.0,,80010080.0,0,0,0,1
929388,SANEAMENTO AMBIENTAL DE AGUAS DE LINDOIA,95420.0,61093.0,,13940000.0,0,0,0,1
929390,CÂMARA MUNICIPAL DE OURO PRETO DO OESTE/RO,93520.0,175.0,,76920000.0,0,0,0,1
929393,GUARDA CIVIL MUNICIPAL,94920.0,38490.0,,40323245.0,0,0,0,1
929394,SUPERINTENDENCIA DA JUV.CUL.ESPORTE E LAZER,93520.0,35.0,,76801470.0,0,0,0,1
929397,ASSOCIAÇAO A.E.E.ARCELIO F.DO NASCIMENTO,93720.0,744.0,,77783000.0,0,0,0,1
929398,REGIME DE PREVID.SOC.SERV.PUB.MUN.BOA VISTA,93620.0,3018.0,,69301430.0,0,0,0,1
929401,SECRETARIA MUN.DESENV.E ECONOMIA CRIATIVA/GO,97320.0,93734.0,,74884900.0,0,0,0,1
929402,FUNDAÇÃO DE ENSINO SUPERIOR DE GOIATUBA/GO,97320.0,93793.0,,75600000.0,0,0,0,1
929403,ASSOCIAÇÃO A.E.S.FRANCISCO DE ASSIS AXIXÁ TO,93720.0,92576.0,,77930000.0,0,0,0,1
929411,FUNDAÇAO DE ENSINO E PESQUISA DE UBERABA,95120.0,54011.0,,38025260.0,0,0,0,1
929420,JUNTA COMERCIAL DO ESTADO DE MATO GROSSO,97220.0,90670.0,,78049090.0,0,0,0,1
929421,CÂMARA MUNICIPAL DE ITATIAIA/RJ,95320.0,60038.0,,27580000.0,0,0,0,1
929422,CAMARA MUNICIPAL DE CURIONOPOLIS,93420.0,5819.0,,68523000.0,0,0,0,1
929423,DIRETORIA REG. DE EDUCAÇAO DE SANTO AMARO,95420.0,71072.0,,4635080.0,0,0,0,1
929424,ADMINISTRAÇAO REGIONAL DE SAO SEBASTIAO/DF,97400.0,97012.0,,71692063.0,0,0,0,1
929425,CAMARA MUNICIPAL DE CUBATAO,95420.0,63711.0,,11510039.0,0,0,0,1
929427,EMPRESA CUIABANA DE LIMPEZA RBANA,97220.0,90670.0,,78088800.0,0,0,0,1
929431,SERVIÇO AUTONOMO DE ÁGUA E ESGOTO DE MINEIROS,97320.0,94595.0,,75833134.0,0,0,0,1
929432,ASSOCIAÇÃO E.E.T.C.S.FERNANDES DE NATIVIDADE,93720.0,94811.0,,77370000.0,0,0,0,1
929434,CAMARA MUNICIPAL DE JECEABA,95120.0,47074.0,,35498000.0,0,0,0,1
929435,FUNDO MUNICIPAL DE EDUCAÇAO DE ARRAIAL CABO,95320.0,59277.0,,28930000.0,0,0,0,1
929436,INSTITUTO DE PRE.SOC.DOS SER.MUN.DE ITU,95420.0,65790.0,,13301245.0,0,0,0,1
929437,UNIVERSIDADE MUNICIPAL DE SÃO CAETANO DO SUL,95420.0,70777.0,,9550051.0,0,0,0,1
929439,SECRETARIA DE ESTADO DE POLITICAS P.MULHERES,93220.0,6050.0,,68900110.0,0,0,0,1
929440,CAMARA MUNICIPAL DE VIÇOSA,95120.0,54275.0,,36575035.0,0,0,0,1
929441,CAMARA MUN. DE SANTA HELENA DE GOIAS,97320.0,95818.0,,75920000.0,0,0,0,1
929444,CÂMARA MUNICIPAL DE AGUAÍ/SP,95420.0,61050.0,,13863230.0,0,0,0,1
929445,ASSOCIAÇAO A.E.E.S.R.DE MATOS DE MATEIROS/TO,93720.0,3174.0,,77593000.0,0,0,0,1
929450,ASSOCIAÇAO A.E.E.PROF.ZULMIRA MAGALHAES/TO,93720.0,92479.0,,77330000.0,0,0,0,1
929451,INSTITUTO DE HABITAÇÃO DE FOZ DO IGUAÇU/PR,96120.0,75639.0,,85851130.0,0,0,0,1
929457,CAMARA MUN. DE SAO LUIS GONZAGA DO MARANHAO,94120.0,8052.0,,65708000.0,0,0,0,1
929460,CAMARA MUNICIPAL DE MATOZINHOS,95120.0,48216.0,,35720000.0,0,0,0,1
929463,ASSOCIAÇAO A.E.E.SAO FRANCISCO DE ASSIS/GRPI,93720.0,93858.0,,77423350.0,0,0,0,1
929464,ENTIDADE A.DE ASSIS.TEC.E EXTENSAO RURAL/RO,93520.0,35.0,,76801470.0,0,0,0,1
929465,DEPARTAMENTO ESTADUAL DE TRANSITO,96220.0,81051.0,,88080160.0,0,0,0,1
929468,CENTRO DE HEMATOLOGIA E HEMOTERAPIA DO PIAUÍ,94220.0,12190.0,,64001430.0,0,0,0,1
929470,DEPARTAMENTO ESTADUAL DE TRANSITO DO AMAPA,93220.0,6050.0,,68909130.0,0,0,0,1
929471,CAMARA MUNICIPAL DE ANGELICA,97120.0,91693.0,,79785000.0,0,0,0,1
929473,SERVIÇO AUTÔN.ÁGUA ESGOTO DO RIO DAS OSTRAS,95320.0,29211.0,,28895640.0,0,0,0,1
929474,INSTITTO DE PREVIDENCIA DO MN.DE PIRAQUARA,96120.0,77690.0,,83301000.0,0,0,0,1
929475,SECRETARIA MUN.EDUCAÇÃO DE SÃO PEDRO ALDEIA,95320.0,59030.0,,28940090.0,0,0,0,1
929476,CONTROLADORIA GERAL DO MUNICÍPIO DE GOIÂNIA,97320.0,93734.0,,74884092.0,0,0,0,1
929483,SECRETARIA DE ESTADO DA ADMINISTRAÇÃO/AP,93220.0,6050.0,,68901259.0,0,0,0,1
929486,CÂMARA MUNICIPAL DE TUPANCIRETÃ/RS,96320.0,89478.0,,98170000.0,0,0,0,1
929487,SECRETARIA INFRAEST.CONS.E SERV.PÚB.DE TAUÁ,94320.0,15679.0,,63660000.0,0,0,0,1
929488,ASSEMBLEIA LEGISLATIVA DE SANTA CATARINA,96220.0,81051.0,,88020900.0,0,0,0,1
929489,CAMARA MUNICIPAL DE BANDEIRANTES,96120.0,74454.0,,86360000.0,0,0,0,1
929492,ASSOCIAÇAO C.C.E.I.ANA LUISA R.VALDEVINO,93720.0,97330.0,,77059050.0,0,0,0,1
929493,CONTROLADORIA GERAL DO MUNICIPIO_DE SALVADOR,94920.0,38490.0,,40060000.0,0,0,0,1
929499,CAMARA MUNICIPAL DE COROATA,94120.0,7692.0,,65415000.0,0,0,0,1
929500,CAMARA MUNICIPAL DE PARIQUERA-AÇU,95420.0,68250.0,,11930000.0,0,0,0,1
929501,ASSOCIAÇAO A.E.E.FLORESTA E SUAS EXTENSOES,93720.0,95214.0,,77360000.0,0,0,0,1
929504,AUTARQUIA MUNICIPAL DE TRANSITO - BC TRANSITO,96220.0,80616.0,,88339005.0,0,0,0,1
931001,GOVERNO DO ESTADO DO ACRE,93120.0,1392.0,,69000000.0,0,0,0,1
931002,ESCRITORIO DE REPRESENTACAO DO ACRE,93120.0,,,70000000.0,0,0,0,0
931003,COMPANHIA DE ELETRICIDADE DO ACRE S/A,91000.0,,,69909710.0,0,0,0,0
931004,SERVICO DE AGUA E ESGOTO DE RIO BRANCO/SAERB,91000.0,1392.0,1634845000100.0,69900631.0,0,0,0,0
931005,SECRETARIA DE ESTADO DE PLANEJAMENTO/GOV.ACRE,93120.0,,,69900150.0,0,0,0,0
932001,GOVERNO DO ESTADO DO AMAPA,93220.0,6050.0,,68906000.0,0,0,0,1
932002,REPRESENTACAO DO ESTADO DO AMAPA EM BRASILIA,93220.0,,,70300968.0,0,0,0,0
932003,REPRESENT.DA PREFEITURA DE MACAPA EM BRASILIA,93220.0,,,70000000.0,0,0,0,0
932004,REDE BRAS. DE METROLOGIA LEGAL E QUALIDADE,93220.0,6050.0,,68906300.0,0,0,0,1
933001,GOVERNO DO ESTADO DO AMAZONAS,93320.0,2550.0,,11111000.0,0,0,0,1
933002,SECRETARIA DE PLANEJAM. DO ESTADO DO AMAZONAS,93320.0,2550.0,,69057002.0,0,0,0,1
933003,TRIBUNAL DE CONTAS DO ESTADO DO AMAZONAS,93320.0,,,69055736.0,0,0,0,0
933100,COMPANHIA DE SANEAMENTO DO AMAZONAS/AM,93320.0,2550.0,,69057320.0,0,0,0,1
934001,GOVERNO DO ESTADO DO PARA,93420.0,4278.0,,11111000.0,0,0,0,1
934100,COMPANHIA DE SANEAMENTO DO PARA,93420.0,,,11111000.0,0,0,0,0
934101,CENTRAIS ELETRICAS DO PARA,93420.0,,,11111000.0,0,0,0,0
935001,GOVERNO DO ESTADO DE RONDONIA,93520.0,35.0,4801221000110.0,11111000.0,0,0,0,1
935002,TRIBUNAL DE CONTAS DO ESTADO DE RONDONIA,93520.0,35.0,4801221000110.0,78903900.0,0,0,0,1
935003,REPRES.DO GOV.DO EST.DE RONDONIA EM BRASILIA,93520.0,,,70000000.0,0,0,0,0
935100,CENTRAIS ELETRICAS DE RONDONIA S/A,91081.0,35.0,,76821063.0,0,0,0,1
935101,COMPANHIA DE AGUAS E ESGOTOS DE RONDONIA,93520.0,,,11111000.0,0,0,0,0
936001,GOVERNO DO ESTADO DE RORAIMA,93620.0,3018.0,,69306665.0,0,0,0,1
936002,SECRETARIA DE ESTADO DO GOVERNO DE RORAIMA,93620.0,,,11111000.0,0,0,0,0
937001,SECRETARIA-GERAL DE GOVERNO,93720.0,97330.0,,77001900.0,0,0,0,1
937002,REPRESENTACAO DO ESTADO DE TOCANTINS-BRASILIA,93720.0,,,70729900.0,0,0,0,0
937003,TRIBUNAL DE CONTAS DO ESTADO DO TOCANTINS,93720.0,97330.0,,77006002.0,0,0,0,0
937004,ASSEMBLEIA LEGISLATIVA DO ESTADO DO TOCANTINS,93720.0,,,77003905.0,0,0,0,0
941001,GOVERNO DO ESTADO DO MARANHAO,94120.0,9210.0,,65071322.0,0,0,0,1
941002,GERENCIA DE ARTIC. INSTIT. - REPRES. BRASILIA,94120.0,,,11111111.0,0,0,0,0
941100,COMPANHIA ENERGETICA DO MARANHAO,91000.0,,,11111000.0,0,0,0,0
941101,COMPANHIA DE AGUAS E ESGOTOS DO MARANHAO,94120.0,,,11111000.0,0,0,0,0
941102,CIA.DE DESENVOLVIMENTO RODOVIARIO DO MARANHAO,94120.0,,,11111000.0,0,0,0,0
942001,GOVERNO DO ESTADO DO PIAUI,94220.0,12190.0,,64000000.0,0,0,0,1
942002,ESC.DE REPRES.DO GOV.DO EST.DO PI EM BRASILIA,94220.0,,,70000000.0,0,0,0,0
942003,MINISTERIO PUBLICO DO ESTADO DO PIAUI,94220.0,12190.0,,11111111.0,0,0,0,0
942100,COMPANHIA ENERGETICA DO PIAUI,94220.0,26018.0,,64001010.0,0,0,0,1
943001,GOVERNO DO ESTADO DO CEARA,94320.0,13897.0,,60811520.0,0,0,0,1
943002,SECRET.DA CONTROLADORIA - GOV.DO EST.DO CEARA,94320.0,,,60839900.0,0,0,0,0
943100,COMPANHIA ENERGETICA DO CEARA,94320.0,,,11111000.0,0,0,0,0
943101,COMPANHIA DE AGUA E ESGOTO DO CEARA,94320.0,13897.0,,60422700.0,0,0,0,0
943200,SEM EFEITO - CODIGO PODE SER REAPROVEITADO,94320.0,,,11111111.0,0,0,0,0
944001,GOVERNO DO ESTADO DO RIO GRANDE DO NORTE,94420.0,17612.0,,59059900.0,0,0,0,1
944002,ESCRITORIO DE REPRES.DO GOVERNO DO ESTADO/RN,94420.0,,,11111111.0,0,0,0,0
945001,GOVERNO DO ESTADO DA PARAIBA,94520.0,20516.0,,11111000.0,0,0,0,1
945002,ESCRITORIO DE REPRES.DO GOVERNO DO ESTADO/PB,94520.0,97012.0,,70040904.0,0,0,0,1
945003,TRIBUNAL DE CONTAS DO ESTADO DA PARAIBA,94520.0,,,58015190.0,0,0,0,0
946001,PROG.DE APOIO AO DESENV. SUSTEN.ZONA DA MATA,94620.0,25313.0,,50050070.0,0,0,0,1
946002,ESCRITORIO DE REPRES.DO GOVERNO DO ESTADO/PE,94620.0,,,11111111.0,0,0,0,0
946003,TRIBUNAL DE CONTAS DO ESTADO DE PERNAMBUCO,94620.0,,,11111111.0,0,0,0,0
946100,COMPANHIA ENERGETICA DE PERNAMBUCO,91000.0,,,11111000.0,0,0,0,0
947001,GOVERNO DO ESTADO DAS ALAGOAS,94720.0,27855.0,,11111000.0,0,0,0,1
947002,ASSEMBLEIA LEGISLATIVA ESTADUAL DE ALAGOAS,94720.0,,,11111111.0,0,0,0,0
947100,CIA.DE ABASTECIMENTO DE AGUA E ESGOTO - AL,94720.0,,,11111000.0,0,0,0,0
947101,COMPANHIA ENERGETICA DE ALAGOAS,91081.0,27855.0,,57057000.0,0,0,0,1
948001,GOVERNO DO ESTADO DE SERGIPE,94820.0,31054.0,,11111000.0,0,0,0,1
948003,ESCRITORIO DE REPRESENTACAO DO GOV.DE SERGIPE,94820.0,,,70040904.0,0,0,0,0
949001,GOVERNO DO ESTADO DA BAHIA,94920.0,38490.0,,11111000.0,0,0,0,1
949002,ESCR.DE REPRES.DO ESTADO DA BAHIA EM BRASILIA,94920.0,,,70000000.0,0,0,0,0
949003,SECRETARIA DO PLANEJAMENTO/BA,94920.0,38490.0,,41745003.0,0,0,0,1
949100,COMPANHIA DOCAS DO ESTADO DA BAHIA,94920.0,,,11111000.0,0,0,0,0
949101,CIA. DE DESENVOLVIMENTO DO VALE DO PARAGUACU,94920.0,,,11111000.0,0,0,0,0
949102,COMPANHIA DE ELETRICIDADE DO ESTADO DA BAHIA,91000.0,,,11111000.0,0,0,0,0
949103,COMPANHIA DE ENGENHARIA RURAL DA BAHIA,94920.0,,,11111000.0,0,0,0,0
949104,EMPRESA DE TURISMO DA BAHIA S.A.,94920.0,,,11111000.0,0,0,0,0
949105,QUIMICA DA BAHIA INDUSTRIA E COMERCIO S.A.,94920.0,,,11111000.0,0,0,0,0
949106,EMPRESA BAIANA DE AGUAS E SANEAMENTO S/A,94920.0,38490.0,,41745002.0,0,0,0,0
949107,EMPRESA BAIANA DE JORNALISMO S/A,94920.0,,,40000000.0,0,0,0,0
951001,GOVERNO DO ESTADO DE MINAS GERAIS,95120.0,41238.0,,30140010.0,0,0,0,1
951002,GOV.DO EST.DE MINAS GERAIS REPRES.EM BRASILIA,95120.0,,,70000000.0,0,0,0,0
951100,COMPANHIA ENERGETICA DE MINAS GERAIS,95120.0,41238.0,,30190131.0,0,0,0,1
951101,COMPANHIA DE SANEAMENTO DE MINAS GERAIS,95120.0,,,11111000.0,0,0,0,0
951102,CIA.DE DESENVOLVIMENTO URBANO DE MINAS GERAIS,95120.0,,,11111000.0,0,0,0,0
951103,CENTRO DE ESTATISTICA E INFORMACOES/FJP,95120.0,,,31275150.0,0,0,0,0
952001,GOVERNO DO ESTADO DO ESPIRITO SANTO,95220.0,57053.0,,11111000.0,0,0,0,1
952002,SECRETARIA DE ESTADO DO TURISMO/SETUR - ES,95220.0,57053.0,,29055130.0,0,0,0,0
952100,COMPANHIA ESPIRITO SANTENSE DE SANEAMENTO,95220.0,,,11111000.0,0,0,0,0
953001,SECR.DE EST.DE AGR.PEC.PES.E ABASTECIMENTO,95320.0,58653.0,,24120191.0,0,0,0,1
953002,SECRETARIA MUNICIPAL DE FAZENDA/RJ,95320.0,60011.0,29468014000116.0,20000000.0,0,0,0,0
953003,ESCRIT.DE REPRES.DO ESTADO DO RJ EM BRASILIA,95320.0,,,70000000.0,0,0,0,0
953004,TRIBUNAL DE CONTAS DO MUNIC.DO RIO DE JANEIRO,95320.0,,,11111111.0,0,0,0,0
953100,COMPANHIA DO METROPOLITANO DO RIO DE JANEIRO,95320.0,,,11111000.0,0,0,0,0
954001,GOVERNO DO ESTADO DE SAO PAULO,95420.0,71072.0,,1000000.0,0,0,0,1
954002,ESCRIT.DO GOV.DO EST.DE SAO PAULO EM BRASILIA,95420.0,,,70350530.0,0,0,0,0
954100,COMPANHIA ENERGETICA DE SAO PAULO,95420.0,,,11111000.0,0,0,0,0
954101,COMPANHIA PAULISTA DE FORCA E LUZ,95420.0,,,11111000.0,0,0,0,0
954102,ELETRICIDADE DE SAO PAULO S/A,95420.0,71072.0,,11111000.0,0,0,0,1
954103,COMPANHIA DE TECNOLOG.DE SANEAMENTO AMBIENTAL,95420.0,,,11111000.0,0,0,0,0
954104,FERROVIA PAULISTA S/A,95420.0,,,11111000.0,0,0,0,0
954105,CIA. SANEAMENTO BASICO DO ESTADO DE SAO PAULO,95420.0,,,11111000.0,0,0,0,0
954106,COMPANHIA DO METROPOLITANO DE SAO PAULO,95420.0,,,11111000.0,0,0,0,0
954107,DESENVOLVIMENTO RODOVIARIO S/A,95420.0,,,11111000.0,0,0,0,0
954108,INSTITUTO DE ECONOMIA DO SETOR PUBLICO/FUNDAP,95420.0,,,4532002.0,0,0,0,0
954109,FUNDACAO SIST.EST.DE ANALISE DE DADOS - SEADE,95420.0,,,11111111.0,0,0,0,0
954300,COMPANHIA MUNICIPAL DE TRANSPORTES COLETIVOS,95420.0,,,11111000.0,0,0,0,0
956518,ASSEMBLEIA LEGISLATIVA DO EST. SÃO PAULO,95420.0,71072.0,,4097900.0,0,0,0,1
956519,CAMARA MUNICIPAL DE CAMPOS DOS GOYTACAZES,95320.0,58190.0,,28035582.0,0,0,0,1
958799,SECRETARIA MUNICIPAL DE FINANÇAS,93720.0,97330.0,,77021658.0,0,0,0,1
961001,GOVERNO DO ESTADO DO PARANA,96120.0,75353.0,,80530914.0,0,0,0,1
961002,SECRETARIA DA FAZENDA DO PARANA,96120.0,,,11111111.0,0,0,0,0
961003,TRIBUNAL DE CONTAS DO ESTADO DO PARANA,96120.0,,,11111111.0,0,0,0,0
961004,SECRET. ESPECIAL DE REPRES. DO PARANA EM BSB,96120.0,,,70040904.0,0,0,0,0
961100,COMPANHIA PARANAENSE DE ENERGIA,96120.0,,,11111000.0,0,0,0,0
961156,PEDRAS ALTAS,96320.0,,,111.0,0,0,0,0
962001,GOVERNO DO ESTADO DE SANTA CATARINA,96220.0,81051.0,,11111000.0,0,0,0,1
962002,REPRESENTACAO GOVERNAMENTAL DO ESTADO DE SC,96220.0,,,70710500.0,0,0,0,0
962100,CENTRAIS ELETRICAS DE SANTA CATARINA,96220.0,,,11111000.0,0,0,0,0
963001,GOVERNO DO ESTADO DO RIO GRANDE DO SUL,96320.0,88013.0,,11111000.0,0,0,0,0
963002,SECRETARIA DA FAZENDA DO RIO GRANDE DO SUL,96320.0,,,11111000.0,0,0,0,0
963003,REPRESENTACAO DO ESTADO RIO GRANDE DO SUL-DF,96320.0,,,70000000.0,0,0,0,0
963004,TRIBUNAL DE CONTAS DO ESTADO DO R.GRAN.DO SUL,96320.0,88013.0,,90010190.0,0,0,0,1
963100,COMPANHIA RIOGRANDENSE DE MINERACAO,96320.0,,,11111000.0,0,0,0,0
963101,COMPANHIA ESTADUAL DE ENERGIA ELETRICA - RS,96320.0,88013.0,,91410400.0,0,0,0,0
971001,GOVERNO DO ESTADO DE MATO GROSSO DO SUL,97120.0,90514.0,,11111000.0,0,0,0,1
971002,EMPRESA DE SANEAM. DE MATO GROSSO DO SUL S/A,97120.0,,,11111111.0,0,0,0,0
971003,ESCRIT.DE REPRES.DO MATO GROSSO DO SUL NO DF,97120.0,,,70000000.0,0,0,0,0
972001,GOVERNO DO ESTADO DO MATO GROSSO,97220.0,90670.0,,11111000.0,0,0,0,1
972002,TRIBUNAL DE CONTAS DO ESTADO DE MATO GROSSO,97220.0,90670.0,,78049915.0,0,0,0,0
972100,CENTRAIS ELETRICAS MATOGROSSENSE S.A.,97220.0,,,11111000.0,0,0,0,0
972101,CIA.DE DESENVOLVIMENTO DO EST.DE MATO GROSSO,97220.0,,,11111000.0,0,0,0,0
973001,GOVERNO DO ESTADO DE GOIAS,97320.0,93734.0,1409580000138.0,11111000.0,0,0,0,1
973100,CENTRAIS ELETRICAS DE GOIAS S/A,97320.0,,,74125000.0,0,0,0,0
973101,SANEAMENTO DE GOIAS S/A,97320.0,93734.0,1409580000138.0,74805100.0,0,0,0,1
973300,CIA. DE PAVIMENTACAO DO MUNICIPIO DE GOIANIA,97320.0,,,11111000.0,0,0,0,0
974001,GOVERNO DO DISTRITO FEDERAL,97400.0,,,70000000.0,0,0,0,0
974002,SECRETARIA DE ESTADO DE ECONOMIA DO DF,97400.0,97012.0,,70075900.0,0,0,0,1
974003,TRIBUNAL DE CONTAS DO DISTRITO FEDERAL,97400.0,97012.0,,70075500.0,0,0,0,1
974004,CAMARA LEGISLATIVA DO DISTRITO FEDERAL,97400.0,97012.0,,70070545.0,0,0,0,1
974100,COMPANHIA DE ELETRICIDADE DE BRASILIA/DF,97400.0,97012.0,70698000111.0,71215902.0,0,0,0,1
974133,CEB DISTRIBUICAO S/A,91000.0,,,70300905.0,0,0,0,0
974200,COMPANHIA DE SANEAMENTO AMBIENTAL DO DF CAESB,97400.0,97012.0,82024000137.0,71928720.0,0,0,0,1
974300,GEAP - FUNDACAO DE SEGURIDADE SOCIAL,97400.0,,,70390025.0,0,0,0,0
980001,PREF.MUN.DE GUAJARA-MIRIM,93520.0,19.0,4801221000110.0,76850000.0,0,0,0,0
980002,PREFEITURA MUNICIPAL DE ALTO ALEGRE DOS P.,93520.0,27.0,4801221000110.0,76952000.0,0,0,0,0
980003,PREF.MUN.DE PORTO VELHO,93520.0,,,11111000.0,0,0,0,0
980004,BURITIS,93520.0,,,0.0,0,0,0,0
980005,PREFEITURA MUNICIPAL DE JI-PARANÁ,93520.0,51.0,4801221000110.0,78961904.0,0,0,0,1
980006,CHUPINGUAIA,93520.0,,,0.0,0,0,0,0
980007,PREF.MUN.DE ARIQUEMES,93520.0,,,11111000.0,0,0,0,0
980008,PREFEITURA MUNICIPAL DE CUJUBIM,93520.0,86.0,4801221000110.0,76864000.0,0,0,0,0
980009,PREFEITURA MUNICIPAL DE CACOAL/RO,93520.0,94.0,4801221000110.0,76963804.0,0,0,0,0
980010,PREFEITURA MUNICIPAL DE NOVA UNIÃO/RO,93520.0,108.0,4801221000110.0,76924000.0,0,0,0,0
980011,PREF.MUN.DE PIMENTA BUENO/RO,93520.0,116.0,4801221000110.0,76970000.0,0,0,0,1
980012,PREFEITURA MUNICIPAL DE PARECIS,93520.0,124.0,4801221000110.0,76979000.0,0,0,0,0
980013,PREF.MUN.DE VILHENA,93520.0,,,11111000.0,0,0,0,0
980014,PREF.MUN. DE PIMENTEIRAS DO OESTE_RO,93520.0,140.0,4801221000110.0,76999000.0,0,0,0,0
980015,PREF.MUN.DE JARU,93520.0,,,11111000.0,0,0,0,0
980016,PRIMAVERA DE RONDONIA,93520.0,,,0.0,0,0,0,0
980017,PREFEITURA MUN. DE OURO PRETO DO OESTE,93520.0,175.0,4801221000110.0,76920000.0,0,0,0,0
980018,PREFEITURA MUNICIPAL DE SÃO FELIPE D´OESTE,93520.0,183.0,4801221000110.0,76977000.0,0,0,0,0
980019,PREF.MUN.DE PRESIDENTE MEDICI,93520.0,191.0,4801221000110.0,76916000.0,0,0,0,0
980020,PREF.MUN.DE SÃO FRANCISCO DO GUAPORÉ,93520.0,205.0,4801221000110.0,76935000.0,0,0,0,0
980021,PREF.MUN.DE COSTA MARQUES,93520.0,,,11111000.0,0,0,0,0
980022,PREFEITURA MUNICIPAL DE TEIXEIROPOLIS,93520.0,221.0,4801221000110.0,78954000.0,0,0,0,1
980023,PREF.MUN.DE COLORADO DO OESTE,93520.0,,,11111000.0,0,0,0,0
980024,PREFEITURA MUNICIPAL DE VALE DO ANARI,93520.0,248.0,4801221000110.0,76867000.0,0,0,0,0
980025,PREFEITURA MUNICIPAL DE ESPIGAO D´OESTE,93520.0,256.0,4801221000110.0,76974000.0,0,0,0,0
980026,PREFEITURA MUNICIPAL DE AMAJARI/RR,93620.0,264.0,,69343000.0,0,0,0,0
980027,PREF.MUN.DE CEREJEIRA,93520.0,,,11111000.0,0,0,0,0
980028,PREFEITURA MUNICIPAL DE CANTA,93620.0,280.0,,69390000.0,0,0,0,0
980029,PREF.MUN.DE ROLIM DE MOURA,93520.0,,,11111000.0,0,0,0,0
980030,PREFEITURA MUNICIPAL DE CAROEBE/RR,93620.0,302.0,,69378000.0,0,0,0,0
980031,PREFEITURA MUNICIPAL DE CALDAZINHA,97320.0,310.0,1409580000138.0,75245000.0,0,0,0,0
980032,PREFEITURA MUNICIPAL DE IRACEMA/RR,93620.0,329.0,,69348000.0,0,0,0,0
980033,PREFEITURA MUNICIPAL DE ALTA F.D´OESTE/RO,93520.0,337.0,4801221000110.0,76954000.0,0,0,0,0
980034,PREFEITURA MUNICIPAL DE PACARAIMA,93620.0,345.0,,69345000.0,0,0,0,0
980035,PREFEITURA MUNICIPAL DE ALVORADA D´OESTE/RO,93520.0,353.0,4801221000110.0,76930000.0,0,0,0,0
980036,PREFEITURA MUNICIPAL DE RORAINÓPOLIS/RR,93620.0,361.0,,69373000.0,0,0,0,0
980037,PREFEITURA MUNICIPAL DE CABIXI,93520.0,370.0,4801221000110.0,76994000.0,0,0,1,0
980038,PREFEITURA MUNICIPAL DE UIRAMUTA/RR,93620.0,388.0,,69358000.0,0,0,0,0
980039,PREFEITURA MUNICIPAL DE MACHADINHO D´OESTE,93520.0,396.0,4801221000110.0,76868000.0,0,0,0,0
980040,PREFEITURA MUNICIPAL DE ANAPU,93420.0,400.0,,68365000.0,0,0,0,0
980041,PREF.MUN.DE NOVA BRASILANDIA D´OESTE,93520.0,418.0,4801221000110.0,76958000.0,0,0,0,0
980042,BANNACH,93420.0,,,0.0,0,0,0,0
980043,PREF.MUN.DE SANTA LUZIA D´OESTE,93520.0,434.0,4801221000110.0,76950000.0,0,0,0,0
980044,BELTERRA,93420.0,442.0,,68143000.0,0,0,0,0
980045,PREF.MUN.DE SAO MIGUEL DO GUAPORE,93520.0,450.0,4801221000110.0,76932000.0,0,0,0,0
980046,PREFEITURA MUN. DE CACHOEIRA DO PIRIÁ/PA,93420.0,469.0,,68617000.0,0,0,0,0
980047,PREF.MUN.DE VILA NOVA DO MAMORE,93520.0,,,11111000.0,0,0,0,0
980048,PREFEITURA MUNICIPAL DE CANAA DOS CARAJAS,93420.0,485.0,,68537000.0,0,0,0,0
980049,PREFEITURA MUNICIPAL DE JESUPOLIS/GO,97320.0,493.0,1409580000138.0,75495000.0,0,0,0,0
980050,CURUA,93420.0,,,0.0,0,0,0,0
980051,PREF.MUN.DE PROFESSOR JAMIL,97320.0,,,11111111.0,0,0,0,0
980052,PREFEITURA MUNICIPAL DE FLORESTA DO ARAGUAIA,93420.0,523.0,,68543000.0,0,0,0,0
980053,PREFEITURA MUN.DE SANTO ANTONIO DE GOIAS,97320.0,531.0,1409580000138.0,75375000.0,0,0,0,0
980054,PREFEITURA MUNICIPAL DE MARITUBA,93420.0,540.0,,67200000.0,0,0,0,0
980055,PREFEITURA MUNICIPAL DE COCALZINHO DE GOIAS,97320.0,558.0,1409580000138.0,72975000.0,0,0,0,0
980056,PM DE NOVA IPIXUNA/PA,93420.0,566.0,,68585000.0,0,0,0,0
980057,PREF.MUN.DE TEREZOPLIS DE GOIAS,97320.0,,,11111111.0,0,0,0,0
