codigo,descricao,codigo_classe
19569,CEFALÔNIO                                                                                           ,6509
19570,TULATROMICINA                                                                                       ,6509
19571,CLORANSULAM METÍLICO                                                                                ,6840
19572,CLORETO DE ALQUIL DIMETIL BENZIL AMÔNIO                                                             ,6509
19573,DICLORFENTION                                                                                       ,6509
19574,TRICLOPIR                                                                                           ,6840
19575,CABERGOLINA                                                                                         ,6509
19576,FOLITROPINA                                                                                         ,6509
19577,SOMETRIBOVE                                                                                         ,6509
19578,ALTRENOGEST                                                                                         ,6509
19579,DIMETILSULFÓXIDO (DMSO)                                                                             ,6509
19580,FIROCOXIBE                                                                                          ,6509
19581,CARBAMILCOLINA                                                                                      ,6509
19582,GLUCOPIRANOSÍDEO                                                                                    ,6810
19583,CIROMAZINA                                                                                          ,6840
19584,PROBIÓTICO                                                                                          ,6505
19585,ETIPROLE                                                                                            ,6840
19586,OVO                                                                                                 ,8910
19587,OVO PROCESSADO                                                                                      ,8910
19588,IOGURTE NATURAL                                                                                     ,8910
19589,ÁCIDO BETULÍNICO                                                                                    ,6810
19590,TAXIFOLINA                                                                                          ,6810
19591,FRIEDELINA                                                                                          ,6810
19592,CLEMBUTEROL                                                                                         ,6810
19593,DANOFLOXACINO                                                                                       ,6810
19594,ENROFLOXACINO                                                                                       ,6810
19595,FIPRONIL                                                                                            ,6810
19596,AFOXOLANER                                                                                          ,6509
19597,SAROLANER                                                                                           ,6509
19598,MONENSINA                                                                                           ,6810
19599,ATIPAMEZOLE                                                                                         ,6509
19600,SULFADIMETOXINA                                                                                     ,6509
19601,ÁCIDO AMINOADÍPICO                                                                                  ,6810
19602,TEDUGLUTIDA                                                                                         ,6505
19603,BIOPTERINA                                                                                          ,6810
19604,ETEPLIRSEN                                                                                          ,6505
19605,FOSFATO DE GLUCOSE                                                                                  ,6810
19606,FLUFENAZINA                                                                                         ,6810
19607,DEXLANSOPRAZOL                                                                                      ,6505
19608,ÁCIDO SUBÉRICO                                                                                      ,6810
19609,HIDRÓXIDO DE FENTINA                                                                                ,6840
19610,MIGALASTATE                                                                                         ,6505
19611,DIETOLATO                                                                                           ,6840
19612,NONIL FENOXI POLI (ETILENOXI) ETANOL                                                                ,6840
19613,CLORFENVINFÓS                                                                                       ,6509
19614,METILARSINATO                                                                                       ,6509
19615,ISONICOTINONITRILA                                                                                  ,6810
19616,LISINA                                                                                              ,6509
19617,CLORETO DE AMÔNIO                                                                                   ,6509
19618,EXTRATO MEDICINAL                                                                                   ,6509
19619,CLORPIRIFÓS                                                                                         ,6509
19620,ALFAVESTRONIDASE                                                                                    ,6505
19621,HEXAMETILDISILATIANO                                                                                ,6810
19622,TRIOCTILFOSFINA                                                                                     ,6810
19623,TRIFENILMETANOL                                                                                     ,6810
19624,UNDECANONA                                                                                          ,6810
19625,QUINALDINA                                                                                          ,6810
19626,TRICLOROETANOL                                                                                      ,6810
19627,CERLIPONASE                                                                                         ,6505
19628,DABRAFENIBE                                                                                         ,6505
19629,FOSFATO DE SÓDIO                                                                                    ,6509
19630,HEXAMETILENOTETRAMINA                                                                               ,6509
19631,SOMATROPINA                                                                                         ,6509
19632,ÁCIDO CÓLICO                                                                                        ,6810
19633,ASTAXANTINA                                                                                         ,6810
19634,ÉTER GLICERIL GUAIACOL                                                                              ,6509
19635,PENEIRA MOLECULAR                                                                                   ,6810
19636,MIDOSTAURINA                                                                                        ,6505
19637,TRATAMENTO P/ HEPATITE C                                                                            ,6505
19638,ÁCIDO GLUTÁRICO                                                                                     ,6810
19639,GLUTARIL                                                                                            ,6810
19640,SISOMICINA                                                                                          ,6810
19641,BROMETO DE MERCÚRIO II                                                                              ,6810
19642,FENILHIDRAZINA                                                                                      ,6810
19643,MALONIL                                                                                             ,6810
19644,IMIDAZOLIDINONA                                                                                     ,6810
19645,ÓRTESE PARA MEMBRO INFERIOR                                                                         ,6515
19646,GARROTE PENUMÁTICO                                                                                  ,6515
19647,SISTEMA PARA COMPRESSÃO                                                                             ,6515
19648,SISTEMA COMPRESSÃO PNEUMÁTICA INTERMITENTE                                                          ,6515
19649,CINTO USO MÉDICO                                                                                    ,6515
19650,MATERIAL PARA SISTEMA PNEUMÁTICO                                                                    ,6515
19651,DURVALUMABE                                                                                         ,6505
19652,ACRIDINA                                                                                            ,6810
19653,CLOREXIDINA                                                                                         ,6840
19654,DUPILUMABE                                                                                          ,6505
19655,GÁS PARA CRIOTERAPIA                                                                                ,6515
19656,CEFTOLOZANA                                                                                         ,6505
19657,ÓRTESE PARA COLUNA VERTEBRAL                                                                        ,6515
19658,CATETER PARA ANESTESIA                                                                              ,6515
19659,CATETER VIAS URINÁRIAS                                                                              ,6515
19660,MEROPENEM                                                                                           ,6810
19661,QUINETINA                                                                                           ,6810
19662,ANIDRIDO BENZÓICO                                                                                   ,6810
19663,FENILETANOLAMINA                                                                                    ,6810
19664,COLESTANOL                                                                                          ,6810
19665,TETRABENAZINA                                                                                       ,6505
19666,NITRITO DE ISOPENTILA                                                                               ,6810
19667,ÓLEO ESSENCIAL                                                                                      ,6508
19668,2-BROMOETIL ÉTER                                                                                    ,6810
19669,APALUTAMIDA                                                                                         ,6505
19670,DILATADOR                                                                                           ,6515
19671,DILATADOR OFTALMOLÓGICO                                                                             ,6540
19672,SISTEMA DE MAPEAMENTO POR LASER                                                                     ,6525
19673,EMICIZUMABE                                                                                         ,6505
19674,ESPIRODICLOFENO                                                                                     ,6840
19675,INDAZIFLAM                                                                                          ,6840
19676,MEPOLIZUMABE                                                                                        ,6505
19677,RIBOCICLIBE                                                                                         ,6505
19678,PETROLATO                                                                                           ,6840
19679,METOXIFENOZIDA                                                                                      ,6840
19680,TIABENDAZOL                                                                                         ,6840
19681,MANDIPROPAMIDA                                                                                      ,6840
19682,ÁCIDO FOSFÓRICO                                                                                     ,6840
19683,ÁCIDO PIRAZINACARBOXÍLICO                                                                           ,6810
19684,ACALABRUTINIBE                                                                                      ,6505
19685,ALECTINIBE                                                                                          ,6505
19686,SISTEMA DETECÇÃO RAIOS GAMA                                                                         ,6525
19687,GUSELCUMABE                                                                                         ,6505
19688,BUROSUMABE                                                                                          ,6505
19689,CLOROQUINOLINA                                                                                      ,6810
19690,ARROZ BENEFICIADO                                                                                   ,8920
19691,MACARRÃO                                                                                            ,8920
19692,FARINHA DE MANDIOCA                                                                                 ,8920
19693,QUIZALOFOPE-P-ETÍLICO                                                                               ,6840
19694,FARINHA DE MILHO                                                                                    ,8920
19695,CANJICA                                                                                             ,8920
19696,AMIDO                                                                                               ,8920
19697,TUBO HOSPITALAR                                                                                     ,6515
19698,FARINHA DE ROSCA                                                                                    ,8920
19699,ASPIRADOR PARA REDE DE GASES                                                                        ,6515
19700,ASPIRADOR MANUAL                                                                                    ,6515
19701,ASPIRADOR DE VAPORES ORGÂNICOS                                                                      ,6515
19702,ASPIRADOR CIRÚRGICO                                                                                 ,6515
19703,SISTEMA DE DERIVAÇÃO                                                                                ,6515
19704,ÉTER ETÍLICO                                                                                        ,6505
19705,ENVELOPE                                                                                            ,7510
19706,IXEQUIZUMABE                                                                                        ,6505
19707,PELARGONIDINA                                                                                       ,6810
19708,CAIXA ARQUIVO                                                                                       ,7510
19709,COLCHÃO                                                                                             ,7210
19710,TOALHA BANHO                                                                                        ,7210
19711,COLCHA CAMA                                                                                         ,7210
19712,FERMENTO                                                                                            ,8920
19713,LENÇOL CAMA                                                                                         ,7210
19714,LEGUME EM CONSERVA                                                                                  ,8915
19715,MOLHO DE MESA                                                                                       ,8950
19716,MASSA DE TOMATE                                                                                     ,8950
19717,BENRALIZUMABE                                                                                       ,6505
19718,EDOXABANA                                                                                           ,6505
19719,CATETER MULTIPOLAR TERAPÊUTICO                                                                      ,6515
19720,FARINHA DE TRIGO                                                                                    ,8920
19721,PÃO                                                                                                 ,8920
19722,AVEIA BENEFICIADA                                                                                   ,8920
19723,SISTEMA DE AFÉRESE                                                                                  ,6515
19724,"""TORTA""                                                                                             ",8920
19725,"""MASSA PRONTA""                                                                                      ",8920
19726,ALIMENTO                                                                                            ,8920
19727,PÃO DE QUEIJO                                                                                       ,8920
19728,TORRADA                                                                                             ,8920
19729,TEDIZOLIDA                                                                                          ,6505
19730,ARAQUIDATO                                                                                          ,6810
19731,LEITE DE ARROZ                                                                                      ,8910
19732,ALFA-ASFOTASE                                                                                       ,6505
19733,NICOTINAMIDA                                                                                        ,6505
19734,ALIMENTO SEMIPRONTO OU PRONTO                                                                       ,8920
19735,ABEMACICLIBE                                                                                        ,6505
19736,TIAMULINA                                                                                           ,6509
19737,GASOLINA                                                                                            ,9130
19738,BOTIJÃO PARA GÁS                                                                                    ,8120
19739,ÓLEO COMBUSTÍVEL                                                                                    ,9140
19740,ÓLEO DIESEL                                                                                         ,9140
19741,QUEROSENE                                                                                           ,9140
19742,ÓLEO LUBRIFICANTE                                                                                   ,9150
19743,INOTUZUMABE OZOGAMICINA                                                                             ,6505
19744,GÁS REFINO DE PETRÓLEO                                                                              ,6830
19745,PAPEL PARA IMPRESSÃO BOBINADO                                                                       ,9310
19746,PAPEL PARA IMPRESSÃO FORMATADO                                                                      ,9310
19747,BARRA IMPLANTÁVEL                                                                                   ,6515
19748,MILHO DE PIPOCA                                                                                     ,8920
19749,MASSA ALIMENTÍCIA                                                                                   ,8920
19750,SEMAGLUTIDA                                                                                         ,6505
19751,ESTANOZOLOL                                                                                         ,6509
19752,MEMBUTONA                                                                                           ,6509
19753,DOCE LEITE                                                                                          ,8925
19754,DOCE NÃO CONFEITADO                                                                                 ,8925
19755,GELÉIA                                                                                              ,8930
19756,GELATINA ALIMENTÍCIA                                                                                ,8925
19757,PÓ PUDIM                                                                                            ,8925
19758,SORVETE                                                                                             ,8925
19759,ELETRODO BISTURI ELÉTRICO                                                                           ,6515
19760,ELETRODO IMPLANTÁVEL - NEURO                                                                        ,6515
19761,PRAZIQUANTEL                                                                                        ,6509
19762,KETANSERINA                                                                                         ,6509
19763,CACAU                                                                                               ,8915
19764,CHOCOLATE                                                                                           ,8955
19765,ACHOCOLATADO                                                                                        ,8955
19766,CAFÉ                                                                                                ,8955
19767,ÓLEO VEGETAL COMESTÍVEL                                                                             ,8945
19768,AZEITE                                                                                              ,8945
19769,GORDURA VEGETAL                                                                                     ,8945
19770,BATATA                                                                                              ,8915
19771,BATATA PROCESSADA                                                                                   ,8915
19772,LEGUME IN NATURA                                                                                    ,8915
19773,VERDURA IN NATURA                                                                                   ,8915
19774,CONDIMENTO                                                                                          ,8950
19775,BARRA NUTRICIONAL                                                                                   ,8920
19776,CEREAL MATINAL/LANCHES                                                                              ,8920
19777,AÇÚCAR                                                                                              ,8925
19778,BOMBOM                                                                                              ,8925
19779,LEITE CÔCO                                                                                          ,8910
19780,LEITE CONDENSADO                                                                                    ,8910
19781,SELEXIPAGUE                                                                                         ,6505
19782,PENTOBARBITAL                                                                                       ,6509
19783,LIVRO DIDÁTICO                                                                                      ,7610
19784,LIVRO LITERATURA                                                                                    ,7610
19785,"""FORMULARIO""                                                                                        ",7540
19786,PAPEL R                                                                                             ,7540
19787,FORMULÁRIO CONTÍNUO                                                                                 ,7540
19788,FORMULÁRIO OFICIAL                                                                                  ,7540
19789,FRUTA                                                                                               ,8915
19790,POLPA DE FRUTA                                                                                      ,8915
19791,OLEAGINOSA                                                                                          ,8915
19792,LEGUMINOSA                                                                                          ,8915
19793,LEGUMINOSA PROCESSADA                                                                               ,8915
19794,LEGUME PROCESSADO                                                                                   ,8915
19795,ALPELISIBE                                                                                          ,6505
19796,ERDAFITINIBE                                                                                        ,6505
19797,LAROTRECTINIBE                                                                                      ,6505
19798,PEGFILGRASTIM                                                                                       ,6505
19799,CABOZANTINIBE                                                                                       ,6505
19800,TRIFLURIDINA                                                                                        ,6505
19801,HISTIDINA                                                                                           ,6505
19802,INSTRUMENTAL P/ ENDOSCÓPIO                                                                          ,6515
19803,PINÇA P/ VIDEOCIRURGIA                                                                              ,6515
19804,BUTENAFINA                                                                                          ,6505
19805,CEFPIROMA                                                                                           ,6505
19806,RISANQUIZUMABE                                                                                      ,6505
19807,TAPENTADOL                                                                                          ,6505
19808,AVELUMABE                                                                                           ,6505
19809,CEMIPLIMABE                                                                                         ,6505
19810,ERENUMABE                                                                                           ,6505
19811,INOTERSENA                                                                                          ,6505
19812,ESZOPICLONA                                                                                         ,6505
19813,PRÓTESE CONVENCIONAL AMPUTAÇÃO TRANSTIBIAL                                                          ,6515
19814,PRÓTESE MODULAR AMPUTAÇÃO TRANSTIBIAL                                                               ,6515
19815,PRÓTESE PARA PÉ                                                                                     ,6515
19816,ÁCIDO CÓLICO                                                                                        ,6505
19817,SULFACLORPIRIDAZINA                                                                                 ,6509
19818,ÁCIDO TIOCIÂNICO                                                                                    ,6810
19819,IODETO DE POTÁSSIO                                                                                  ,6509
19820,BACITRACINA                                                                                         ,6509
19821,PATISIRANA                                                                                          ,6505
19822,TENOFOVIR ALAFENAMIDA                                                                               ,6505
19823,POMALIDOMIDA                                                                                        ,6505
19824,ESPECTINOMICINA                                                                                     ,6509
19825,NEOMICINA                                                                                           ,6509
19826,FOMIATO DE CÁLCIO                                                                                   ,6509
19827,GALCANEZUMABE                                                                                       ,6505
19828,PINÇA CIRÚRGICA                                                                                     ,6515
19829,PINÇA ANATÔMICA                                                                                     ,6515
19830,PAPEL RESINADO                                                                                      ,9310
19831,PINÇA ARTICULADA CORTANTE                                                                           ,6515
19832,EICOSENO                                                                                            ,6810
19833,EMPUNHADURA                                                                                         ,6515
19834,HÓSTIA                                                                                              ,9925
19835,INTRODUTOR URETERAL                                                                                 ,6515
19836,ONASEMNOGENE ABEPARVOVEC-XIOI                                                                       ,6505
19837,PRÓTESE MODULAR AMPUTAÇÃO TRANSFEMURAL                                                              ,6515
19838,PRÓTESE CONVENCIONAL AMPUTAÇÃO TRANSFEMURAL                                                         ,6515
19839,HEXITIAZOXI                                                                                         ,6840
19840,FLUTRIAFOL                                                                                          ,6840
19841,SELÊNIO                                                                                             ,6505
19842,RIFAPENTINA                                                                                         ,6505
19843,ÓTICA USO MÉDICO                                                                                    ,6515
19844,CARDIOVERSOR DESFIBRILADOR IMPLANTÁVEL                                                              ,6515
19845,CLAMP INSTRUMENTAL                                                                                  ,6515
19846,TAFENOQUINA                                                                                         ,6505
19847,PERAMPANEL                                                                                          ,6505
19848,DAROLUTAMIDA                                                                                        ,6505
19849,PENCICLOVIR                                                                                         ,6505
19850,PRÓTESE MODULAR DESARTICULAÇÃO JOELHO                                                               ,6515
19851,BRIGATINIBE                                                                                         ,6505
19852,PORTA-AGULHA INSTRUMENTAL                                                                           ,6515
19853,PORTA-AGULHA P/ VIDEOCIRURGIA                                                                       ,6515
19854,TESOURA INSTRUMENTAL                                                                                ,6515
19855,ENRAMICINA                                                                                          ,6509
19856,COLISTINA                                                                                           ,6509
19857,INSTRUMENTO P/ CORTE E COAGULAÇÃO DE VASO / TECIDO                                                  ,6515
19858,BARICITINIBE                                                                                        ,6505
19859,DINUTUXIMABE                                                                                        ,6505
19860,SARGRAMOSTIM                                                                                        ,6505
19861,BREXPIPRAZOL                                                                                        ,6505
19862,CRIZANLIZUMABE                                                                                      ,6505
19863,ELIGLUSTATE                                                                                         ,6505
19864,VONOPRAZANA                                                                                         ,6505
19865,AFASTADOR CIRÚRGICO MANUAL                                                                          ,6515
19866,AFASTADOR CIRÚRGICO AUTOESTÁTICO                                                                    ,6515
19867,ÁCIDO XILÔNICO                                                                                      ,6810
19868,HISTRELINA                                                                                          ,6509
19869,IVOSIDENIBE                                                                                         ,6505
19870,ELEXACAFTOR                                                                                         ,6505
19871,BRIVARACETAM                                                                                        ,6505
19872,FREMANEZUMABE                                                                                       ,6505
19873,CÂNULA CARDÍACA                                                                                     ,6515
19874,APREMILASTE                                                                                         ,6505
19875,TRÓSPIO                                                                                             ,6505
19876,MEDROXIPROGESTERONA                                                                                 ,6509
19877,CÂNULA ASPIRAÇÃO MANUAL INTRA-UTERINA                                                               ,6515
19878,VORETIGENO NEPARVOVEQUE                                                                             ,6505
19879,DEXMEDETOMIDINA                                                                                     ,6509
19880,IODOPROPANO                                                                                         ,6810
19881,ACETATO DE ISOPROPILA                                                                               ,6810
19882,IODOETANO                                                                                           ,6810
19883,CÂNULA P/ LIPOASPIRAÇÃO                                                                             ,6515
19884,CÂNULA INSTRUMENTAL                                                                                 ,6515
19885,CÂNULA USO OFTALMOLÓGICO                                                                            ,6540
19886,PADRÃO REFERÊNCIA 2                                                                                 ,6550
19887,EUGENOL METÍLICO                                                                                    ,6840
19888,PROTEÍNA HIDROLIZADA                                                                                ,6840
19889,BEDAQUILINA                                                                                         ,6505
19890,DELAMANIDA                                                                                          ,6505
19891,LEVEDURA DE TORULA                                                                                  ,6840
19892,LUBIPROSTONA                                                                                        ,6505
19893,GILTERITINIBE                                                                                       ,6505
19894,ENDOPRÓTESE CORONÁRIA                                                                               ,6515
19895,ISAVUCONAZÔNIO                                                                                      ,6505
19896,ENDOPRÓTESE VASCULAR PERIFÉRICA                                                                     ,6515
19897,SISTEMA P/ ESTOMIA                                                                                  ,6515
19898,ADJUVANTE P/ ESTOMIA                                                                                ,6515
19899,UPADACITINIBE                                                                                       ,6505
19900,CURETA USO MÉDICO                                                                                   ,6515
19901,CIZALHA USO MÉDICO                                                                                  ,6515
19902,ALICATE USO MÉDICO                                                                                  ,6515
19903,BELINOSTATE                                                                                         ,6505
19904,ARMODAFINILA                                                                                        ,6505
19905,BROLUCIZUMABE                                                                                       ,6505
19906,RANOLAZINA                                                                                          ,6505
19907,BANDAGEM                                                                                            ,6510
19908,BELATACEPTE                                                                                         ,6505
19909,LODENAFILA                                                                                          ,6505
19910,LANADELUMABE                                                                                        ,6505
19911,MATERIAL ESPECIAL P/ ENDOSCOPIA                                                                     ,6515
19912,PEÇA / COMPONENTE MAMÓGRAFO                                                                         ,6525
19913,COMPONENTE REANIMADOR MANUAL                                                                        ,6515
19914,CADUSAFÓS                                                                                           ,6840
19915,CLOTINIDINA                                                                                         ,6840
19916,PIMETROZINA                                                                                         ,6840
19917,SULFOXAFLOR                                                                                         ,6840
19918,RISDIPLAM                                                                                           ,6505
19919,"ÁCIDO 2,3-DIMETILSUCÍNICO                                                                           ",6505
19920,FILTRO TERAPIA RESPIRATÓRIA                                                                         ,6515
19921,ADAPTADOR USO MÉDICO                                                                                ,6515
19922,PROTETOR OCULAR                                                                                     ,6540
19923,ESPÉCULO USO MÉDICO                                                                                 ,6515
19924,DRIVER DE LED                                                                                       ,6250
19925,NIRAPARIBE                                                                                          ,6505
19926,SELUMETINIBE                                                                                        ,6505
19927,ROMOSOZUMABE                                                                                        ,6505
19928,LETERMOVIR                                                                                          ,6505
19929,ISATUXIMABE                                                                                         ,6505
19930,IOIMBINA                                                                                            ,6509
19931,LORLATINIBE                                                                                         ,6505
19932,ALFAVELMANASE                                                                                       ,6505
19933,ÁCIDO CARGLÚMICO                                                                                    ,6505
19934,VIMBLASTINA                                                                                         ,6810
19935,VEGETAL DO MAR                                                                                      ,8915
19936,CAPMATINIBE                                                                                         ,6505
19937,RELÓGIO APALPADOR                                                                                   ,5210
19938,MÁSCARA TÉRMICA                                                                                     ,7290
19939,GIVOSIRANA                                                                                          ,6505
19940,MÁQUINA PERFUSÃO DE ÓRGÃOS                                                                          ,6515
19941,CAIXA P/ ESTERILIZAÇÃO                                                                              ,6515
19942,CONTAINER P/ ESTERILIZAÇÃO                                                                          ,6515
19943,MARCA-PASSO CARDÍACO IMPLANTÁVEL                                                                    ,6515
19944,MONITOR CARDÍACO IMPLANTÁVEL                                                                        ,6515
19945,LAVADORA ULTRASSÔNICA                                                                               ,6530
19946,RENDESIVIR                                                                                          ,6505
19947,FIXADOR P/ DISPOSITIVO MÉDICO                                                                       ,6515
19948,DERISOMALTOSE FÉRRICA                                                                               ,6505
19949,ESCOVA LIMPEZA - CME                                                                                ,6515
19950,FOCO                                                                                                ,6530
19951,MATERIAL P/ TECNOLOGIA ASSISTIVA                                                                    ,6515
19952,SPLINT NASAL                                                                                        ,6515
19953,SUPERFÍCIE DE SUPORTE - COXIM USO HOSPITALAR                                                        ,6515
19954,CAPLACIZUMABE                                                                                       ,6505
19955,ACESSÓRIO P/ CME                                                                                    ,6515
19956,EQUIPAMENTO CME                                                                                     ,6530
19957,DICICLO                                                                                             ,2340
19958,REAGENTES INSEMINAÇÃO ARTIFICIAL                                                                    ,6509
19959,SUPORTE IMOBILIZADOR                                                                                ,6515
19960,INSTRUMENTAL P/ MICROCIRURGIA DE LARINGE                                                            ,6515
19961,ESTILETE USO MÉDICO                                                                                 ,6515
19962,FACA USO MÉDICO                                                                                     ,6515
19963,GANCHO USO MÉDICO                                                                                   ,6515
19964,DECANONA                                                                                            ,6810
19965,CURATIVO CUTÂNEO                                                                                    ,6510
19966,ÓLEO DE RÍCINO                                                                                      ,6509
19967,VITAMINA B12                                                                                        ,6505
19968,ETÓXIDO                                                                                             ,6810
